title,type,genres,imdbId,imdbAverageRating,imdbNumVotes,availableCountries,show_id,director,cast,country,date_added,release_year,rating,duration,listed_in,description
The Piano,movie,"Drama, Music, Romance",tt0107822,7.5,96661,"AU, FJ, NZ",s268,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon, Tungia Baker, Ian Mune","New Zealand, Australia, France, United States","August 15, 2021",1993,R,121 min,"Classic Movies, Dramas, Independent Movies","With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her."
Together,movie,"Comedy, Drama, Romance",tt0203166,7.4,24651,"DK, FI, NO, SE",s5196,,"Jeanette Aw, Dai Xiangyu, Elvin Ng, Eelyn Kok, Zheng Geping, Aileen Tan, Zhou Ying, Hong Hui Fang, Zhang Zhenhuan",Singapore,"November 1, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore."
V for Vendetta,movie,"Action, Drama, Sci-Fi",tt0434409,8.1,1195385,"IT, SM",s8669,James McTeigue,"Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry, John Hurt, Tim Pigott-Smith, Rupert Graves, Roger Allam, Ben Miles, Sinéad Cusack, Natasha Wightman","United States, United Kingdom, Germany","October 1, 2018",2005,R,132 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy","A masked freedom fighter known as ""V"" takes up arms against a totalitarian government and finds an unlikely ally in a young woman."
Monty Python and the Holy Grail,movie,"Adventure, Comedy, Fantasy",tt0071853,8.2,578347,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW",s4218,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",United Kingdom,"January 2, 2019",1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
The Evil Dead,movie,Horror,tt0083907,7.4,238351,"AT, CH, DE, LI, LU",s8291,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Bill Vincent, Scott Spiegel, Ivan Raimi, David Horton, John Cameron, Ted Raimi",United States,"January 10, 2020",1981,TV-MA,85 min,"Classic Movies, Cult Movies, Horror Movies","During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic."
Persona,movie,"Drama, Thriller",tt0060827,8.0,133368,"DK, FI, NO, SE",s3929,"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan","Lee Ji-eun (IU), Bae Doona, Park Hae Soo, Kim Tae-hun, Shim Dal-gi, Lee Sung-wook, Jung Jun Won",South Korea,"April 11, 2019",2019,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.
Rosemary's Baby,movie,"Drama, Horror",tt0063522,8.0,242765,"AZ, BY, LT, LV, UA",s7895,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,"November 1, 2019",1968,R,137 min,"Classic Movies, Horror Movies, Thrillers","A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger."
Austin Powers: The Spy Who Shagged Me,movie,"Action, Adventure, Comedy",tt0145660,6.7,252749,BA,s564,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Will Ferrell",United States,"July 1, 2021",1999,PG-13,95 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself."
Black Hawk Down,movie,"Action, Drama, History",tt0265086,7.7,430980,"AD, AL, BA, BG, CH, CY, CZ, ES, GR, HR, HU, IL, IT, MC, ME, MK, MT, RO, RS, SI, SK, SM, TR",s6323,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III","United States, United Kingdom","January 1, 2019",2001,R,144 min,"Action & Adventure, Dramas","When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties."
Hook,movie,"Adventure, Comedy, Family",tt0102057,6.8,277549,PL,s2276,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,"July 5, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises."
Godzilla,movie,"Action, Sci-Fi, Thriller",tt0120685,5.4,206424,"AG, AR, AZ, BB, BM, BO, BR, BS, BY, BZ, CL, CO, CR, CU, DO, EC, GT, HN, IN, JM, LC, MD, MX, NI, NL, PA, PE, PK, PT, PY, SV, TC, TT, UA, UY, VE",s5078,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,"January 17, 2018",2017,TV-14,1 Season,TV Shows,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else."
Babel,movie,Drama,tt0449467,7.5,320160,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE",s6206,Alejandro G. Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam","France, United States, Mexico","January 1, 2019",2006,R,143 min,"Dramas, Independent Movies","When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries."
The Queen,movie,"Biography, Drama",tt0436697,7.3,116825,"CA, KR",s607,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms, Mark Bazeley","United Kingdom, United States, France, Italy","July 1, 2021",2006,PG-13,103 min,"Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol."
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",tt0134119,7.4,255550,JP,s8527,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,"January 1, 2020",1999,R,139 min,"Dramas, Thrillers","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it."
Ghost Rider,movie,"Action, Fantasy, Thriller",tt0259324,5.3,256541,"AE, AG, AL, AO, AR, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CA, CL, CO, CR, CU, CV, CZ, DO, EC, EG, FJ, GF, GH, GT, HK, HN, HR, HU, ID, IQ, JM, JO, JP, KE, KR, KW, LB, LC, LY, ME, MK, MT, MX, MY, MZ, NG, NI, NZ, OM, PA, PE, PH, PL, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW",s6848,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls","United States, Australia","October 1, 2020",2007,PG-13,110 min,"Action & Adventure, Sci-Fi & Fantasy","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles."
American Psycho,movie,"Crime, Drama, Horror",tt0144084,7.6,747328,"AL, AT, AU, BG, CZ, DE, ES, FJ, GB, GG, GI, GR, HR, HU, IE, IT, LI, LU, MC, ME, MK, MT, NZ, PT, RO, RS, SI, SK, SM, US",s6148,Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada","September 1, 2019",2000,R,102 min,"Comedies, Cult Movies, Dramas","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
The Pursuit of Happyness,movie,"Biography, Drama",tt0454921,8.0,574987,"AD, AG, AO, AR, BB, BE, BM, BO, BR, BS, BZ, CI, CL, CM, CO, CR, CU, CV, DO, EC, ES, FJ, GF, GH, GQ, GT, HK, HN, ID, IL, JM, JP, KE, KR, LC, LU, MG, ML, MX, MY, MZ, NE, NG, NI, NL, PA, PE, PH, PL, PT, PY, SC, SG, SN, SV, TC, TD, TH, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW",s8470,Gabriele Muccino,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,"October 1, 2019",2006,PG-13,117 min,Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm."
Pan's Labyrinth,movie,"Drama, Fantasy, War",tt0457430,8.2,712765,KR,s3069,Guillermo del Toro,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez","Mexico, Spain","January 1, 2020",2006,R,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
The Departed,movie,"Crime, Drama, Thriller",tt0407887,8.5,1450480,"AU, JP, NZ",s8273,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan","United States, Hong Kong","January 1, 2021",2006,R,151 min,"Dramas, Thrillers",Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
Hellboy,movie,"Action, Adventure, Fantasy",tt0167190,6.9,356232,"AG, AR, BB, BE, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DK, DO, EC, EE, FI, GT, HN, IS, JM, JP, LC, LT, LU, LV, MX, NI, NO, NZ, PA, PE, PY, SE, SV, TC, TR, TT, UY, VE",s6958,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
Collateral,movie,"Action, Crime, Drama",tt0369339,7.5,440503,US,s4993,,"Carey Mulligan, John Simm, Nicola Walker, Billie Piper, Nathaniel Martello-White, Jeany Spark, Hayley Squires, Ben Miles, Saskia Reeves, Ahd","United Kingdom, United States","March 9, 2018",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies."
School of Rock,movie,"Comedy, Music",tt0332379,7.2,338094,"AZ, BY, JP, LT, LV, UA",s173,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green","United States, Germany","September 1, 2021",2003,PG-13,110 min,"Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
What's Eating Gilbert Grape,movie,Drama,tt0108550,7.7,257943,KR,s1470,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover",United States,"January 1, 2021",1993,PG-13,118 min,"Classic Movies, Dramas, Independent Movies","In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life."
Primal Fear,movie,"Crime, Drama, Mystery",tt0117381,7.7,252778,HR,s7794,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",United States,"December 1, 2019",1996,R,131 min,"Dramas, Thrillers","When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain – but his attorney is determined to win the case."
Free Willy,movie,"Adventure, Drama, Family",tt0106965,6.0,84527,BE,s6799,Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris","United States, France, Mexico","January 1, 2020",1993,PG,112 min,"Children & Family Movies, Dramas","Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit."
The Island,movie,"Action, Sci-Fi, Thriller",tt0399201,6.8,331170,"AD, CA, ES, JP, PT",s3218,Toka McBaror,"Sambasa Nzeribe, Segun Arinze, Tokunbo Idowu, Femi Adebayo",Nigeria,"November 29, 2019",2018,TV-14,93 min,"Dramas, International Movies, Thrillers","When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life."
The Net,movie,"Action, Crime, Drama",tt0113957,6.0,75372,"AZ, BY, CH, FJ, GB, GG, GI, HK, ID, IE, IN, IT, MC, MD, MT, MY, NZ, PH, PK, SG, SM, TH, TW, UA",s359,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett",United States,"August 1, 2021",1995,PG-13,114 min,Thrillers,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name."
The Forbidden Kingdom,movie,"Action, Adventure, Fantasy",tt0865556,6.5,110502,ID,s8308,Rob Minkoff,"Jackie Chan, Jet Li, Collin Chou, Liu Yifei, Li Bingbing, Michael Angarano, Morgan Benoit, Juana Collignon, Wang Deshun, Thomas McDonell","United States, China","July 1, 2019",2008,PG-13,104 min,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
Next,movie,"Action, Sci-Fi, Thriller",tt0435705,6.2,168345,"ID, MY, PH, SG, TH",s7582,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti",United States,"July 1, 2019",2007,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",Las Vegas magician Cris can see a few minutes into the future and an FBI agent wants his help thwarting a nuclear attack.
50 First Dates,movie,"Comedy, Drama, Romance",tt0343660,6.8,389896,"AT, CA, CH, DE, GB, GG, GI, IE, IS, LI, MT",s6019,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,"December 1, 2020",2004,PG-13,99 min,"Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
Fear and Loathing in Las Vegas,movie,"Adventure, Comedy, Drama",tt0120669,7.5,305979,AU,s6744,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",United States,"November 1, 2019",1998,R,118 min,"Comedies, Cult Movies, Dramas",A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.
The Karate Kid,movie,"Action, Drama, Family",tt0087538,7.3,251528,"AD, AU, BE, CH, DK, EE, ES, FI, GB, GF, GG, GI, IE, IL, IS, IT, JP, LT, LU, LV, MC, MT, NO, NZ, PT, SE, SM, TR, US",s602,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove, Randee Heller, William Zabka, Ron Thomas, Rob Garrison",United States,"July 1, 2021",1984,PG,127 min,"Action & Adventure, Children & Family Movies, Classic Movies","When a bullied teen befriends an unassuming martial arts master, he’ll learn life lessons — and the right moves — to beat back his merciless rivals."
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",tt0125659,7.7,74229,ES,s226,,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski, Wojciech Dolatowski, Klaudia Koścista, Zuzanna Galewicz, Marta Nieradkiewicz, Sara Celler Jezierska, Pola Król, Marcin Czarnik, Martyna Nowakowska",,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment."
Memoirs of a Geisha,movie,"Drama, Romance",tt0397535,7.3,163709,"AD, AE, AL, AT, BA, BE, BG, BH, CH, CY, CZ, DE, DZ, EE, EG, ES, FR, GF, GR, HR, IN, IQ, IS, IT, JO, KW, LB, LI, LT, LU, LV, LY, MA, MC, ME, MK, MT, MU, NL, NZ, OM, PF, PK, PS, PT, QA, RS, SA, SI, SK, SM, TN, TR, YE",s579,Rob Marshall,"Zhang Ziyi, Ken Watanabe, Koji Yakusho, Michelle Yeoh, Kaori Momoi, Youki Kudoh, Gong Li, Cary-Hiroyuki Tagawa, Mako Iwamatsu, Navia Nguyen, Karl Yune","France, Japan, United States","July 1, 2021",2005,PG-13,145 min,"Dramas, Romantic Movies","Sold to a geisha house as a child, a fisherman’s daughter becomes the most sought-after geisha in Kyoto, but rivalries threaten the destiny she desires."
An Unfinished Life,movie,"Drama, Family, Romance",tt0350261,7.0,34491,"AD, AL, AU, AZ, BG, BY, CZ, EE, FJ, FR, GF, GR, HR, HU, LT, LU, LV, MC, MD, ME, MK, NZ, PF, PL, RO, RS, SI, SK, UA",s130,Lasse Hallström,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson","Germany, United States","September 1, 2021",2005,PG-13,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."
